,interest_level,latitude,longitude,bathrooms,bedrooms,price,num_photos,num_features,num_description_words,created_year,created_month,created_day
110923,low,40.7956,-73.9353,1.0,3,3100,4,0,32,2016,4,9
110925,low,40.7678,-73.9915,2.0,2,5800,8,12,175,2016,4,4
110927,medium,40.6767,-73.9412,1.0,3,2350,11,2,84,2016,4,2
110931,low,40.7692,-73.9525,1.0,2,3400,5,7,72,2016,4,9
110932,low,40.7678,-73.9915,1.0,1,3850,10,5,106,2016,4,4
110935,low,40.7947,-73.9667,1.0,1,3715,6,15,88,2016,4,6
110938,low,40.8413,-73.9367,1.0,1,1495,3,1,61,2016,4,2
110941,low,40.7074,-74.0122,2.0,2,4445,7,9,81,2016,4,26
110943,low,40.7388,-74.0084,1.0,0,5297,5,12,201,2016,4,19
110944,low,40.8198,-73.9578,1.0,2,2645,10,3,148,2016,4,11
110946,low,40.7791,-73.9763,1.0,1,2295,3,3,68,2016,4,22
110947,medium,40.708,-74.0149,1.0,1,2460,2,9,117,2016,4,11
110952,low,40.7176,-74.011,1.0,2,5250,5,8,85,2016,4,14
110957,low,40.7035,-73.9897,1.0,1,3805,7,4,43,2016,4,21
110958,medium,40.7688,-73.9569,2.0,3,4450,6,4,81,2016,4,6
110960,low,40.7937,-73.9761,2.0,2,4000,5,7,112,2016,4,17
110961,low,40.7592,-73.9948,2.0,2,5700,5,15,171,2016,4,12
110963,low,40.7476,-73.9732,1.0,1,4060,9,5,93,2016,4,28
110964,low,40.698,-73.9243,1.0,2,3100,2,3,7,2016,4,12
110971,medium,40.7274,-73.9787,1.0,2,3100,7,3,4,2016,4,5
110973,low,40.7654,-73.9816,1.0,0,2695,4,1,100,2016,4,27
110976,low,40.7582,-73.9634,4.5,5,16600,8,14,75,2016,4,8
11098,low,40.7037,-73.9894,1.0,1,3515,6,5,84,2016,6,27
110991,low,40.7258,-73.9889,2.0,2,5200,4,13,183,2016,4,7
110992,low,40.7885,-73.9696,1.0,1,3300,2,4,34,2016,4,6
110993,low,40.7287,-73.9788,1.0,1,2451,7,0,9,2016,4,15
110995,low,40.7604,-73.987,1.0,1,3295,0,5,1,2016,4,10
111,medium,40.6956,-73.9227,1.0,3,2400,9,3,23,2016,6,19
111000,low,40.7928,-73.9659,1.0,3,5995,3,5,65,2016,4,4
111003,low,40.7481,-73.9564,2.0,2,3850,8,14,191,2016,4,23
111005,low,40.7602,-73.9689,1.0,0,2674,4,7,117,2016,4,30
11101,low,40.7335,-74.003,1.0,1,4900,3,6,93,2016,6,1
111011,medium,40.756,-73.9687,1.0,0,1950,4,3,99,2016,4,12
11102,low,40.7226,-73.9963,2.0,3,6450,8,9,217,2016,6,29
111020,low,40.8028,-73.9647,1.0,2,3200,0,5,1,2016,4,20
111024,high,40.7488,-73.977,1.0,0,2290,7,7,66,2016,4,2
111028,medium,40.7729,-73.9566,1.0,1,2300,4,2,99,2016,4,22
111030,low,40.7469,-73.9802,2.5,2,6595,8,4,81,2016,4,15
111032,low,40.7704,-73.9566,2.5,2,6700,5,5,90,2016,4,12
111037,medium,40.7176,-73.8446,1.0,0,1895,4,7,44,2016,4,28
111040,low,40.7275,-73.9829,1.0,0,5500,2,0,43,2016,4,12
111045,low,40.7518,-73.9695,1.0,1,3595,4,8,81,2016,4,22
11105,low,40.7677,-73.9616,1.0,0,3660,6,9,67,2016,6,1
111050,low,40.7481,-73.9748,1.0,1,3500,8,4,170,2016,4,11
111053,low,40.7272,-73.9787,1.0,2,2400,6,4,170,2016,4,2
111055,low,40.761,-73.9935,1.0,1,3400,8,2,53,2016,4,17
111058,medium,40.8458,-73.9206,1.0,1,1295,0,1,1,2016,4,18
11106,low,40.7807,-73.9471,1.0,0,1695,4,1,31,2016,6,24
111065,low,40.7542,-73.9955,1.0,1,2395,3,2,73,2016,4,7
111068,high,40.7244,-73.9838,1.0,0,2100,3,5,40,2016,4,27
11107,low,40.7377,-73.9912,3.0,5,13500,5,6,56,2016,6,27
111071,low,40.7821,-73.9467,1.0,1,2450,7,2,75,2016,4,5
111072,high,40.8644,-73.9248,1.0,2,1395,8,4,120,2016,4,2
111078,medium,40.68,-73.9524,1.0,1,1950,13,7,50,2016,4,13
111081,high,40.6087,-74.0084,1.0,2,1650,8,3,70,2016,4,28
111082,low,40.7698,-73.9624,1.0,3,6900,0,3,1,2016,4,16
111083,low,40.7986,-73.9641,2.0,5,6000,6,3,26,2016,4,7
111084,low,40.7468,-73.9769,1.0,1,3199,5,10,49,2016,4,8
111089,low,40.7304,-74.0051,1.0,1,3995,3,5,90,2016,4,22
111090,low,40.71,-74.0143,1.0,2,3695,3,9,98,2016,4,14
111093,medium,40.7536,-73.9739,1.0,0,2200,4,5,112,2016,4,14
111095,low,40.7416,-74.0025,1.0,3,5895,5,2,9,2016,4,19
111098,low,40.7677,-73.9916,2.0,3,5000,6,17,112,2016,4,29
1111,low,40.7682,-73.9501,2.0,2,7750,6,7,167,2016,6,8
11110,medium,40.7465,-73.9771,1.0,1,2300,4,6,57,2016,6,1
111100,medium,40.7648,-73.99,1.0,2,3200,6,0,27,2016,4,7
111103,low,40.8427,-73.9136,1.0,2,1695,0,1,2,2016,4,20
111105,low,40.7658,-73.9781,1.0,1,3775,0,2,9,2016,4,15
111110,low,40.7269,-73.9786,1.0,2,2280,3,2,26,2016,4,10
111111,low,40.7761,-73.9541,1.0,1,2350,3,3,59,2016,4,7
111115,low,40.7779,-73.9525,2.0,2,6475,2,7,60,2016,4,30
111117,low,40.7832,-73.9482,1.0,0,1950,4,4,48,2016,4,7
111121,low,40.7085,-74.0165,2.0,2,6645,5,10,44,2016,4,11
111123,medium,40.8242,-73.9527,1.0,4,3695,7,7,148,2016,4,21
111128,low,40.7777,-73.9462,1.0,1,3295,6,10,103,2016,4,22
111130,high,40.7325,-73.9875,2.0,3,4995,6,3,174,2016,4,8
111134,low,40.7665,-73.9557,1.0,2,2500,4,1,28,2016,4,13
111138,low,40.7448,-74.0052,1.0,3,5958,12,6,98,2016,4,17
111139,low,40.7897,-73.9734,1.0,1,4258,13,5,9,2016,4,24
11114,medium,40.8648,-73.9202,1.0,1,1500,8,2,22,2016,6,10
111140,medium,40.774,-73.9501,1.0,1,2400,5,3,112,2016,4,15
111142,low,40.7093,-73.8293,2.0,3,2176,5,3,77,2016,4,26
111143,low,40.7073,-74.0046,1.0,1,2723,7,12,125,2016,4,12
111146,low,40.7484,-73.9893,2.0,2,8000,10,11,128,2016,4,6
111148,medium,40.7707,-73.9492,1.0,0,1750,3,3,74,2016,4,2
111149,high,40.7894,-73.9764,1.0,2,2050,0,3,45,2016,4,23
11115,low,40.774,-73.9501,1.0,1,2650,4,3,41,2016,6,11
111150,low,40.7482,-73.9749,2.0,3,4500,5,13,142,2016,4,3
111152,medium,40.7555,-73.9668,2.0,3,4400,5,8,182,2016,4,26
111156,low,40.7785,-73.9469,1.0,2,3200,4,3,104,2016,4,3
111157,low,40.7674,-73.9837,1.0,0,2553,4,5,157,2016,4,8
111158,medium,40.7461,-73.9757,1.0,0,2775,4,5,30,2016,4,7
111159,low,40.8457,-73.9362,1.0,2,2495,3,1,60,2016,4,27
11116,low,40.7088,-74.0143,1.0,2,3395,9,10,118,2016,6,1
111160,low,40.7515,-73.9401,1.0,1,2600,12,2,62,2016,4,10
111161,low,40.7664,-73.9863,1.0,0,2700,4,7,71,2016,4,19
111164,low,40.7752,-73.951,1.0,0,2595,2,1,78,2016,4,10
111169,low,40.722,-73.9837,1.0,3,4695,7,4,116,2016,4,21
111172,low,40.7874,-73.9515,1.0,2,2400,1,1,47,2016,4,29
111179,low,40.7179,-74.0148,1.0,1,5425,4,10,105,2016,4,26
11118,medium,40.7084,-74.0066,1.0,1,2550,4,12,251,2016,6,3
111182,medium,40.7756,-73.9846,1.0,1,2995,5,10,117,2016,4,30
111183,low,40.7716,-73.9506,2.0,2,5600,0,4,70,2016,4,9
111184,medium,40.7321,-74.008,2.0,2,6200,10,16,160,2016,4,28
111187,low,40.7509,-73.9977,1.0,0,2550,5,10,107,2016,4,5
111190,low,40.7383,-73.9846,1.0,0,2350,3,3,68,2016,4,6
111191,low,40.7473,-73.9738,1.0,1,2550,2,5,123,2016,4,4
111193,low,40.7965,-73.9619,2.0,4,4995,6,3,63,2016,4,8
111194,low,40.7515,-73.9413,1.0,1,2795,6,10,102,2016,4,4
111196,low,40.8614,-73.9266,1.0,2,1885,10,10,147,2016,4,8
111199,high,40.7805,-73.9487,1.0,2,2300,7,3,25,2016,4,6
111201,low,40.694,-73.9198,2.0,3,2990,12,0,85,2016,4,22
111203,medium,40.7261,-74.0048,1.0,2,3591,5,7,152,2016,4,23
111213,low,40.8015,-73.9668,1.0,2,3600,2,4,49,2016,4,27
111217,low,40.7448,-74.0052,2.0,3,5600,6,4,27,2016,4,3
111220,low,40.7376,-73.9828,1.0,3,4550,8,12,82,2016,4,27
111222,low,40.7448,-73.9909,1.0,1,3926,0,7,1,2016,4,2
111224,low,40.7811,-73.9481,1.0,2,2825,4,1,31,2016,4,9
111228,high,40.7666,-73.9098,1.0,0,1300,4,1,20,2016,4,5
11123,medium,40.675,-73.9551,1.0,1,2050,3,3,58,2016,6,6
111231,low,40.8142,-73.9607,2.0,4,3995,7,0,65,2016,4,7
111233,low,40.7929,-73.9455,2.0,2,3200,5,2,49,2016,4,6
111236,low,40.7873,-73.9807,1.0,0,1975,4,1,68,2016,4,14
111238,medium,40.7054,-74.0095,1.0,3,3996,10,13,93,2016,4,15
111241,low,40.7257,-74.0028,1.0,0,2675,4,1,186,2016,4,30
111244,low,40.776,-73.9556,0.0,3,9000,6,9,89,2016,4,8
111245,low,40.7656,-73.9886,1.0,2,3525,4,10,75,2016,4,29
111246,low,40.7283,-73.9857,1.0,1,2300,4,1,61,2016,4,23
111248,low,40.7661,-73.9461,1.0,2,3100,7,12,131,2016,4,9
11125,low,40.6899,-73.9941,1.0,1,4295,5,4,9,2016,6,12
111250,low,40.7782,-73.9791,1.0,1,4000,7,3,87,2016,4,22
111251,low,40.7866,-73.9504,1.0,2,2850,6,2,55,2016,4,6
111252,low,40.646,-74.0092,1.0,2,2000,0,0,9,2016,4,16
111253,low,40.7387,-73.9945,1.0,1,4700,5,2,78,2016,4,27
111259,medium,40.7387,-73.9945,1.0,3,4500,9,2,182,2016,4,30
11126,low,40.7758,-73.9508,3.0,3,9500,8,14,132,2016,6,22
111260,medium,40.6769,-73.9249,1.0,3,2500,9,2,25,2016,4,25
111263,low,40.8231,-73.946,1.0,3,3000,0,2,1,2016,4,10
111266,low,40.7447,-73.9741,1.0,2,3295,3,2,1,2016,4,18
111267,low,40.7933,-73.9675,2.0,2,5048,7,9,104,2016,4,4
111270,low,40.7741,-73.9476,2.0,3,4600,7,6,70,2016,4,26
111271,low,40.7029,-74.0114,1.0,0,2675,6,8,76,2016,4,27
111273,low,40.8657,-73.9212,1.0,1,1500,6,7,131,2016,4,23
111277,low,40.77,-73.9517,1.0,2,2595,3,3,10,2016,4,7
111278,low,40.8553,-73.9312,1.0,2,2500,6,1,66,2016,4,13
11128,low,40.7494,-73.9875,1.0,0,2525,0,7,1,2016,6,9
111280,high,40.724,-73.9828,1.0,2,2265,5,4,81,2016,4,2
111282,low,40.7062,-73.831,1.0,1,1800,11,6,100,2016,4,21
111283,medium,40.6603,-73.9942,1.0,1,1825,8,3,62,2016,4,20
111284,low,40.7404,-73.9795,2.0,2,5965,11,3,9,2016,4,7
111285,low,40.7707,-73.9522,1.0,2,3200,10,3,83,2016,4,4
111286,low,40.7572,-73.9648,1.0,1,3000,6,5,88,2016,4,20
111287,low,40.7694,-73.9562,2.0,1,2900,1,0,121,2016,4,19
111288,low,40.7602,-73.9689,1.0,1,4950,8,6,196,2016,4,24
111297,low,40.7664,-73.9863,1.0,0,2700,7,4,81,2016,4,9
11130,medium,40.6907,-73.9216,1.0,3,3200,3,2,57,2016,6,1
111301,low,40.773,-73.9558,1.0,1,2350,0,2,13,2016,4,13
111302,low,40.7599,-73.9908,1.0,1,2695,4,2,140,2016,4,29
111304,low,40.7908,-74.0048,1.0,2,3450,8,3,30,2016,4,29
111306,low,40.7749,-73.9782,1.0,1,2760,5,2,61,2016,4,5
111314,low,40.7654,-73.9816,1.0,1,2900,5,6,117,2016,4,11
111315,low,40.7585,-73.9913,1.0,2,3295,7,11,197,2016,4,8
111316,low,40.7857,-73.9498,1.0,2,3600,10,4,177,2016,4,29
111318,low,40.7065,-74.0077,1.0,0,3124,10,9,107,2016,4,18
11132,low,40.7465,-73.9803,1.0,0,2595,0,6,1,2016,6,29
111323,low,40.7826,-73.9572,1.0,1,3495,3,4,92,2016,4,2
11133,medium,40.79,-73.9416,1.0,3,2850,6,4,53,2016,6,14
111333,low,40.6996,-73.9185,1.5,3,2700,12,4,104,2016,4,28
111336,low,40.7584,-73.9653,4.0,5,12500,7,12,118,2016,4,6
111339,low,40.7434,-73.9773,1.0,0,2495,0,1,9,2016,4,16
111340,medium,40.7301,-73.9927,1.0,0,3050,3,6,175,2016,4,30
111345,low,40.6765,-73.9258,1.0,1,1799,5,5,197,2016,4,6
111348,medium,40.7611,-73.9877,1.0,1,5350,4,9,147,2016,4,9
11135,low,40.7337,-73.9775,1.0,3,5649,8,2,9,2016,6,6
111352,low,40.7449,-73.9777,1.0,3,4600,6,1,126,2016,4,2
111353,low,40.7645,-73.984,1.0,0,2765,5,11,100,2016,4,8
111354,low,40.7682,-73.987,1.0,0,2650,7,5,47,2016,4,11
111357,low,40.7317,-73.9821,1.0,2,3400,5,5,110,2016,4,14
111358,medium,40.7743,-73.9875,1.0,2,2900,4,10,134,2016,4,28
111359,low,40.7595,-73.9712,1.0,1,3595,5,1,38,2016,4,26
111362,low,40.7833,-73.9834,1.0,1,2350,8,1,41,2016,4,17
111365,low,40.7585,-73.9913,2.0,2,6400,6,8,105,2016,4,8
111367,low,40.7395,-73.9814,1.0,2,3895,3,4,98,2016,4,9
111368,low,40.7716,-73.9487,1.0,1,2300,5,4,56,2016,4,6
111369,medium,40.7219,-73.9506,1.0,1,2750,9,4,139,2016,4,29
111370,low,40.7718,-73.9851,2.5,3,11000,8,16,169,2016,4,8
111372,low,40.7324,-74.0081,2.0,1,6350,0,2,9,2016,4,6
111373,low,40.828,-73.9425,2.0,3,3495,6,8,59,2016,4,3
111377,medium,40.861,-73.926,1.0,2,1995,8,7,109,2016,4,28
111381,low,40.7521,-74.0045,2.0,2,5750,8,9,96,2016,4,26
111383,low,40.7448,-73.9909,1.0,0,3617,0,4,74,2016,4,7
111387,low,40.7111,-74.0055,2.0,2,5250,7,10,139,2016,4,24
111390,low,40.7967,-73.9623,1.0,3,3995,8,6,90,2016,4,19
111391,medium,40.7792,-73.9785,1.0,0,2000,4,8,55,2016,4,22
111392,low,40.7378,-74.0084,1.0,1,4700,3,5,89,2016,4,17
111394,medium,40.7805,-73.9523,1.0,1,3200,7,9,98,2016,4,20
111398,low,40.8007,-73.9519,1.0,2,2400,11,6,90,2016,4,4
1114,medium,40.7366,-73.9934,1.0,1,3500,6,6,59,2016,6,11
11140,low,40.7635,-73.9848,1.0,1,3895,8,4,99,2016,6,22
111400,medium,40.753,-73.9959,1.0,2,3200,7,12,146,2016,4,26
111402,low,40.7213,-73.9822,1.0,0,2100,4,1,37,2016,4,13
111403,low,40.7495,-73.9843,1.0,1,3495,5,9,144,2016,4,26
111404,low,40.7283,-73.9816,1.0,2,3299,0,3,1,2016,4,16
111406,low,40.6483,-73.9504,1.0,3,2150,9,3,67,2016,4,6
111407,low,40.7976,-73.968,1.0,0,2350,0,2,2,2016,4,13
111412,low,40.7189,-73.9531,1.0,1,2450,12,0,42,2016,4,27
11142,low,40.7176,-73.9531,1.0,0,2875,0,1,9,2016,6,12
111422,medium,40.7344,-74.0001,1.0,1,3650,9,0,6,2016,4,13
111423,low,40.7957,-73.9705,2.0,3,6000,9,6,78,2016,4,8
111425,medium,40.6969,-73.983,1.0,0,2132,6,7,133,2016,4,8
111426,low,40.7441,-73.9964,1.0,1,3400,0,1,71,2016,4,18
111427,low,40.7601,-73.9901,1.0,0,2175,3,5,44,2016,4,7
11143,low,40.7835,-73.9774,1.0,0,2125,8,4,103,2016,6,25
111431,low,40.7749,-73.9782,1.0,1,2750,4,5,78,2016,4,11
111433,low,40.7487,-73.9755,2.0,3,5600,6,13,93,2016,4,18
111435,low,40.7426,-73.9808,1.0,0,2450,7,0,185,2016,4,15
111438,low,40.7535,-73.9648,1.0,1,3100,4,6,88,2016,4,12
111439,low,40.7488,-73.8848,1.0,1,1800,3,3,59,2016,4,8
111447,low,40.7285,-74.0,1.0,0,3100,8,5,91,2016,4,26
111449,medium,40.7865,-73.942,1.0,1,2000,6,7,133,2016,4,12
11145,low,40.7565,-73.9973,1.0,0,2600,7,11,152,2016,6,7
111453,low,40.7073,-74.0046,2.0,2,5675,9,9,152,2016,4,2
111454,low,40.7612,-73.9978,2.0,3,5400,7,11,168,2016,4,19
11146,low,40.8309,-73.9486,1.0,3,2850,7,6,61,2016,6,4
111463,high,40.7783,-73.9523,1.0,3,3500,5,4,71,2016,4,24
111464,low,40.7345,-73.9753,2.0,2,4770,13,6,67,2016,4,17
111469,low,40.7078,-74.006,1.0,3,3678,6,8,118,2016,4,4
111471,low,40.8553,-73.9312,0.0,2,2500,0,0,9,2016,4,14
111475,low,40.7437,-73.9585,2.0,2,5110,15,0,49,2016,4,21
111477,low,40.7309,-73.9898,2.0,4,7000,8,4,155,2016,4,29
111478,low,40.7902,-73.9678,1.0,2,3700,8,12,151,2016,4,13
111479,low,40.7611,-73.9721,1.0,3,3632,5,3,94,2016,4,13
11148,low,40.7121,-74.0086,2.5,2,9500,6,9,70,2016,6,22
111481,low,40.7462,-73.9757,1.0,0,2700,4,8,59,2016,4,12
111482,medium,40.7378,-73.9877,2.0,3,5000,5,7,151,2016,4,28
111484,high,40.7248,-73.9807,1.0,2,3300,4,11,151,2016,4,13
111485,medium,40.73,-73.9864,1.0,0,2925,4,3,97,2016,4,11
111486,low,40.7412,-73.9772,1.0,1,2970,3,7,45,2016,4,27
111489,low,40.773,-73.9507,1.0,0,1925,5,3,75,2016,4,6
11149,low,40.8169,-73.9529,1.0,1,1825,6,1,43,2016,6,21
111492,low,40.724,-74.0035,2.0,2,16000,5,4,119,2016,4,24
111493,high,40.7775,-73.9784,1.0,0,2150,3,3,102,2016,4,7
111498,medium,40.719,-73.9855,1.0,1,2350,9,2,21,2016,4,27
111499,low,40.7223,-73.9837,1.0,3,7500,6,6,127,2016,4,19
1115,low,40.7659,-73.9574,1.0,2,2600,6,2,79,2016,6,2
111503,low,40.7321,-74.0048,1.0,1,3995,0,3,9,2016,4,19
111506,medium,40.7929,-73.9661,1.0,2,4400,4,9,192,2016,4,19
111512,medium,40.7814,-73.9507,1.0,0,2250,3,7,127,2016,4,29
111515,low,40.7341,-73.9896,1.0,0,3700,3,6,217,2016,4,3
111517,low,40.7299,-73.9819,1.0,2,3695,6,3,84,2016,4,27
11152,medium,40.7771,-73.9505,1.0,0,2450,5,3,70,2016,6,2
111522,high,40.7426,-73.9782,1.0,4,6376,8,6,121,2016,4,27
111527,low,40.7467,-73.9854,1.0,0,2900,3,3,280,2016,4,15
111528,low,40.7715,-73.993,1.0,0,2500,7,17,173,2016,4,22
11153,low,40.7608,-73.9861,1.0,2,3600,8,13,90,2016,6,7
111530,medium,40.7953,-73.9667,1.5,4,4850,8,7,195,2016,4,27
111531,high,40.7636,-73.9261,1.0,1,1895,7,3,47,2016,4,17
111534,high,40.8674,-73.926,1.0,3,2250,6,2,132,2016,4,11
111537,low,40.7316,-73.9839,1.0,1,2860,4,2,30,2016,4,9
11154,low,40.8272,-73.9466,1.0,1,2100,0,2,1,2016,6,3
111540,medium,40.7384,-73.9831,1.0,3,4440,6,3,135,2016,4,2
111542,low,40.7633,-73.9628,1.0,1,2500,1,4,86,2016,4,26
111544,low,40.7264,-73.9836,2.0,0,8795,5,6,51,2016,4,14
111545,low,40.7535,-73.9648,1.0,0,2600,5,7,104,2016,4,19
111547,low,40.7457,-73.9785,1.0,1,4195,7,3,9,2016,4,23
11155,low,40.7985,-73.9646,1.5,2,2950,7,1,65,2016,6,10
111551,low,40.729,-73.9785,1.5,2,3100,5,5,132,2016,4,7
111552,low,40.7426,-73.9782,1.0,2,3715,5,5,176,2016,4,21
111553,low,40.7062,-74.0099,1.0,0,2500,4,7,143,2016,4,24
111555,low,40.6915,-73.9223,1.0,2,2350,2,0,44,2016,4,11
111559,low,40.7239,-73.9834,1.0,2,3200,5,0,152,2016,4,15
11156,low,40.7388,-74.0065,1.0,0,3525,5,9,156,2016,6,9
111561,low,40.7838,-73.9534,2.0,2,7350,10,6,178,2016,4,29
111562,low,40.7642,-73.994,1.0,1,2125,8,1,1,2016,4,17
11157,high,40.7505,-74.0025,1.0,0,2150,6,4,115,2016,6,4
111571,low,40.7111,-74.0055,2.0,3,7195,3,9,164,2016,4,11
111572,medium,40.7413,-73.9781,2.0,4,6750,5,3,110,2016,4,15
111578,low,40.7709,-73.9496,1.0,1,2395,3,3,15,2016,4,20
111579,high,40.8388,-73.9454,1.0,3,2385,8,3,23,2016,4,6
111586,medium,40.7568,-73.9982,1.0,2,3100,9,13,91,2016,4,6
111587,low,40.7814,-73.9554,1.0,3,4600,6,3,110,2016,4,16
111588,low,40.7805,-73.9487,1.0,2,2700,6,5,84,2016,4,25
111589,low,40.7596,-73.9891,1.0,1,2725,6,2,63,2016,4,21
111590,low,40.7706,-73.9522,1.0,2,3200,8,3,149,2016,4,28
111593,medium,40.7672,-73.9942,1.0,3,3295,8,4,75,2016,4,6
111597,low,40.7301,-73.9825,1.0,2,4295,5,6,86,2016,4,23
11160,high,40.8198,-73.9578,1.0,0,1695,5,9,52,2016,6,15
111601,low,40.7747,-73.9789,1.0,2,3995,6,0,91,2016,4,23
111602,low,40.7701,-73.955,3.0,3,5300,10,4,90,2016,4,6
111604,low,40.7344,-73.9823,2.0,2,4695,7,3,9,2016,4,19
111605,low,40.7382,-73.9918,3.0,3,14500,5,5,261,2016,4,2
111606,low,40.8424,-73.9138,1.0,1,1350,4,1,64,2016,4,6
111609,low,40.7803,-73.9466,1.0,2,2595,8,1,54,2016,4,7
11161,low,40.7494,-73.9875,1.0,1,3000,5,9,61,2016,6,13
111610,medium,40.8367,-73.9382,1.0,3,2600,8,2,146,2016,4,2
111611,medium,40.7755,-73.9042,1.0,1,1700,10,2,68,2016,4,4
111613,medium,40.7656,-73.9256,1.0,1,1950,5,0,94,2016,4,26
111617,low,40.7595,-73.989,1.0,0,2600,4,7,84,2016,4,12
111627,low,40.7751,-73.9481,1.0,2,2650,7,0,56,2016,4,13
11163,low,40.7724,-73.9813,1.5,2,3700,1,1,9,2016,6,11
111634,low,40.7489,-73.9765,1.0,1,3350,11,5,85,2016,4,2
111636,low,40.7601,-73.9901,1.0,0,2150,3,2,64,2016,4,26
111639,high,40.7202,-73.9788,1.0,2,3399,7,16,158,2016,4,20
111640,low,40.7929,-73.9661,1.0,2,4500,5,5,86,2016,4,22
111642,low,40.6168,-74.0362,1.0,1,1725,0,4,1,2016,4,20
111646,low,40.7599,-73.9908,1.0,1,2595,5,3,26,2016,4,2
111650,low,40.7568,-73.9982,2.0,2,4950,8,16,245,2016,4,10
111654,low,40.7602,-73.9689,1.0,0,2600,2,5,72,2016,4,28
111657,low,40.763,-73.9904,1.0,3,3250,5,4,75,2016,4,22
111658,low,40.7623,-73.9635,1.0,2,3495,6,5,65,2016,4,15
111659,low,40.7598,-73.9932,1.0,2,3095,4,2,90,2016,4,5
111660,medium,40.7231,-74.0044,1.0,3,3941,5,1,55,2016,4,6
111663,medium,40.7296,-73.9986,1.0,2,3350,5,1,50,2016,4,6
111666,low,40.7419,-73.9949,1.0,1,4554,3,5,95,2016,4,2
111668,medium,40.7081,-74.0065,1.0,2,2721,7,14,356,2016,4,20
111669,low,40.8021,-73.9392,1.0,2,2230,9,3,102,2016,4,10
11167,low,40.7601,-73.9085,1.0,2,2400,5,1,73,2016,6,23
111671,medium,40.7951,-73.9447,1.0,2,3100,3,1,1,2016,4,6
111673,medium,40.7448,-73.9947,2.0,2,6000,3,4,111,2016,4,22
111675,medium,40.7656,-73.9905,1.0,1,2675,5,3,56,2016,4,22
111676,high,40.7182,-73.9899,1.0,2,3700,7,2,106,2016,4,20
111678,low,40.7587,-73.9838,1.0,1,2600,7,5,68,2016,4,9
111680,high,40.7391,-73.9964,1.0,0,1999,4,2,81,2016,4,17
111681,low,40.7287,-73.9838,1.0,1,2950,4,3,39,2016,4,18
111682,medium,40.774,-73.9501,1.0,1,2400,5,3,112,2016,4,10
111688,low,40.7239,-73.9947,1.0,1,3250,9,3,33,2016,4,20
111689,low,40.7056,-74.0162,1.0,1,3400,8,8,72,2016,4,12
111692,low,40.811,-73.9483,1.0,1,2175,4,1,62,2016,4,15
111693,low,40.7573,-73.968,1.0,0,2090,5,1,55,2016,4,30
111695,low,40.7448,-73.9909,2.0,2,6561,7,10,112,2016,4,22
111696,medium,40.7592,-73.9637,1.0,2,2975,3,0,91,2016,4,11
1117,low,40.7738,-73.9594,1.0,1,3200,9,2,58,2016,6,24
111701,low,40.7426,-73.9808,1.0,0,2450,5,5,4,2016,4,18
111704,low,40.7776,-73.9816,1.0,1,3100,6,9,101,2016,4,12
111705,low,40.7677,-73.9554,1.0,1,3500,5,12,86,2016,4,7
111706,low,40.7608,-73.9861,2.0,2,5300,4,14,108,2016,4,15
111710,medium,40.7386,-73.9819,1.0,1,2695,5,3,77,2016,4,4
111712,medium,40.7399,-73.9864,1.0,0,2975,6,3,94,2016,4,28
111713,medium,40.7721,-73.9479,1.0,0,1700,1,4,83,2016,4,26
111715,low,40.7327,-73.8638,2.0,2,3112,15,16,300,2016,4,28
111720,low,40.7341,-73.9896,1.0,0,3375,5,5,36,2016,4,27
111724,low,40.7693,-73.9529,1.0,3,3700,6,0,5,2016,4,29
111728,low,40.7424,-73.9823,1.0,2,3095,4,0,77,2016,4,27
111731,low,40.8244,-73.951,1.0,2,1800,0,1,36,2016,4,20
111737,low,40.7857,-73.9498,1.0,1,3795,5,7,4,2016,4,15
111739,medium,40.7278,-73.9809,1.0,2,2890,6,3,70,2016,4,2
11174,low,40.7489,-73.9765,1.0,1,3350,5,9,66,2016,6,24
111741,low,40.7844,-73.9497,1.5,2,4109,3,11,160,2016,4,26
111742,low,40.7056,-74.0162,1.0,0,2900,4,4,20,2016,4,10
111744,low,40.7057,-74.0085,1.0,2,3120,4,9,192,2016,4,30
111745,low,40.7802,-73.9478,1.0,0,2000,4,3,79,2016,4,7
111746,low,40.7765,-73.9449,1.0,1,2800,5,5,57,2016,4,5
111748,low,40.7868,-73.9804,1.0,1,3250,4,2,99,2016,4,3
111751,low,40.7754,-73.9502,3.0,3,13005,7,12,163,2016,4,13
111752,medium,40.7251,-73.9816,1.0,2,3300,5,7,86,2016,4,14
111754,low,40.7814,-74.0113,1.0,1,2600,4,3,152,2016,4,18
111755,low,40.7893,-73.9705,1.0,2,3200,3,9,120,2016,4,17
111756,low,40.764,-73.9591,1.0,3,4475,4,2,103,2016,4,24
111757,low,40.7575,-73.9626,1.0,1,3400,5,7,96,2016,4,17
111758,low,40.8803,-73.9095,2.0,3,3200,8,5,124,2016,4,6
111762,low,40.7586,-73.9838,1.0,2,3500,3,6,86,2016,4,13
111768,low,40.7629,-73.9853,1.0,0,2095,2,10,86,2016,4,12
111769,low,40.7191,-74.0109,1.0,2,5195,4,4,144,2016,4,25
11177,medium,40.7481,-74.0014,2.0,2,6895,7,8,323,2016,6,9
111770,low,40.8031,-73.9653,2.0,4,5000,0,1,9,2016,4,13
111775,medium,40.7416,-73.9216,1.0,1,2000,11,6,74,2016,4,12
